Category,Brand,Your SKU,Product ID,Product Name,Number of merchants,Price,Lowest price incl us,Lowest price incl us,Lowest price excl us,Lowest price excl us,Popularity Rank (category),Popularity Rank (global),Price 1 - Merchant Name,Price 1 - Price,Price 2 - Merchant Name,Price 2 - Price,Price 3 - Merchant Name,Price 3 - Price,Price 4 - Merchant Name,Price 4 - Price,Price 5 - Merchant Name,Price 5 - Price,Price 6 - Merchant Name,Price 6 - Price,Price 7 - Merchant Name,Price 7 - Price,Price 8 - Merchant Name,Price 8 - Price,Price 9 - Merchant Name,Price 9 - Price,Price 10 - Merchant Name,Price 10 - Price,Link to product,Gtin14
Högtalare,Sonos,220016-02,5042189,Sonos One SL,39,"2 299,00",Reptil Audio,"1 600,00",Reptil Audio,"1 600,00",15,2148,Reptil Audio,"1 600,00",Lomax,"2 111,25",Takt & Ton,"2 150,00",Compumail,"2 203,00",Proshop,"2 280,00",MediaMarkt,"2 288,00",Tele-Hå,"2 288,00",Inet,"2 288,00",Komplett,"2 288,00",Hages,"2 288,00",https://www.pricerunner.se/pl/267-5042189/Hoegtalare/Sonos-One-SL-priser,8717755776594
Högtalare,Google,780016-02,5288980,Google Nest Audio,37,"1 149,00",Compumail,"728,00",Compumail,"728,00",3,503,Compumail,"728,00",Telefonshoppen,"745,00",Teknavi,"784,39",MaxGaming,"789,00",Cdon,"849,00",Soldfy,"849,00",Datagrottan,"870,00",ComputerSalg.se,"890,00",FireWallForce,"917,01",Dustin Home,"946,00",https://www.pricerunner.se/pl/267-5288980/Hoegtalare/Google-Nest-Audio-priser,193575007915
Högtalare,Sonos,220018-02,3200100911,Sonos Roam,37,"2 199,00",Buyersclub,"1 799,00",Buyersclub,"1 799,00",35,4047,Buyersclub,"1 799,00",Takt & Ton,"1 990,00",Cdon,"2 019,00",Amazon.se,"2 055,75",Compumail,"2 106,00",Lomax,"2 111,25",MediaMarkt,"2 190,00",Tele-Hå,"2 190,00",Inet,"2 190,00",Dustin Home,"2 190,00",https://www.pricerunner.se/pl/267-3200100911/Hoegtalare/Sonos-Roam-priser,8717755777836
Högtalare,Sonos,220009-01,5190482,Sonos Five,37,"6 999,00",Compumail,"5 928,00",Compumail,"5 928,00",26,3241,Compumail,"5 928,00",Power SE,"5 989,00",Takt & Ton,"6 190,00",Lomax,"6 336,25",Hages,"6 450,00",Inet,"6 490,00",Kungs TV,"6 490,00",Davids,"6 499,00",Reptil Audio,"6 499,00",Mätteknik för alla,"6 590,00",https://www.pricerunner.se/pl/267-5190482/Hoegtalare/Sonos-Five-priser,8717755777126
Högtalare,Sonos,220026-01,3202478035,Sonos Sub Mini,32,"5 490,00",Compumail,"5 172,00",Compumail,"5 172,00",41,4582,Compumail,"5 172,00",tink,"5 490,00",Kungs TV,"5 490,00",Hages,"5 490,00",Mätteknik för alla,"5 490,00",Datia,"5 499,00",Reptil Audio,"5 499,00",DataNova Sweden,"5 499,00",Soundium,"5 579,86",Amazon.se,"5 696,07",https://www.pricerunner.se/pl/267-3202478035/Hoegtalare/Sonos-Sub-Mini-priser,8717755779083
Högtalare,Sonos,220020-01,5190522,Sonos Sub Gen 3,34,"9 599,00",Buyersclub,"7 899,00",Buyersclub,"7 899,00",22,2862,Buyersclub,"7 899,00",Inet,"8 490,00",Kungs TV,"8 490,00",Takt & Ton,"8 490,00",Reptil Audio,"8 499,00",Compumail,"8 813,00",Lomax,"8 872,50",Mätteknik för alla,"8 990,00",Cdon,"9 089,00",ComputerSalg.se,"9 280,00",https://www.pricerunner.se/pl/267-5190522/Hoegtalare/Sonos-Sub-Gen-3-priser,8717755777263
Högtalare,Sonos,220019-01,3201069042,Sonos Roam SL,28,"1 999,00",Compumail,"1 865,00",Compumail,"1 865,00",162,29692,Compumail,"1 865,00",BilligTeknik SE,"1 890,00",Komplett,"1 890,00",Hi-Fi Klubben Sverige,"1 890,00",ComputerSalg.se,"1 988,00",Cdon,"1 988,00",Davids,"1 990,00",MediaMarkt,"1 990,00",Tele-Hå,"1 990,00",Inet,"1 990,00",https://www.pricerunner.se/pl/267-3201069042/Hoegtalare/Sonos-Roam-SL-priser,8717755777874
Högtalare,Sonos,220015-01,4875532,Sonos One Gen 2,38,"2 549,00",Soundium,"2 337,06",Soundium,"2 337,06",16,2212,Soundium,"2 337,06",Compumail,"2 380,00",Lomax,"2 392,50",MediaMarkt,"2 399,00",Komplett,"2 399,00",Amazon.se,"2 399,00",Hi-Fi Klubben Sverige,"2 399,00",Proshop,"2 406,00",BilligTeknik SE,"2 479,00",Power SE,"2 539,00",https://www.pricerunner.se/pl/267-4875532/Hoegtalare/Sonos-One-Gen-2-priser,8717755775764
Högtalare,Sonos,2200009,5125918,Sonos One SL 2 Pack,7,"4 449,00",Sonos,"4 368,00",Sonos,"4 368,00",10,1372,Sonos,"4 368,00",Hi-Fi Klubben Sverige,"4 368,00",tink,"4 449,00",Ljudcenter,"4 580,00",Takt & Ton,"4 597,50",Komplett,"4 598,00",Reptil Audio,"4 598,00",,,,,,,https://www.pricerunner.se/pl/267-5125918/Hoegtalare/Sonos-One-SL-2-Pack-priser,8717755776600
Högtalare,Google,780012-02,5059978,Google Nest Mini 2 Gen,43,"649,00",Dustin Home,"249,00",Dustin Home,"249,00",1,123,Dustin Home,"249,00",FireWallForce,"314,88",Cdon,"334,00",Soldfy,"334,00",MaxGaming,"339,00",Compumail,"352,00",ComputerSalg.se,"357,00",Phonecrash,"379,00",Fyndiq,"386,00",Logic,"399,00",https://www.pricerunner.se/pl/267-5059978/Hoegtalare/Google-Nest-Mini-2-Gen-priser,193575000817
Högtalare,Sonos,220011-02,5042102,Sonos Move,38,"4 999,00",Reptil Audio,"3 150,00",Reptil Audio,"3 150,00",23,3060,Reptil Audio,"3 150,00",Compumail,"4 023,00",Takt & Ton,"4 190,00",Lomax,"4 223,75",Proshop,"4 224,00",Amazon.se,"4 224,00",Soundium,"4 461,65",Kungs TV,"4 490,00",Lindgrens Radio TV AB,"4 490,00",Hages,"4 490,00",https://www.pricerunner.se/pl/267-5042102/Hoegtalare/Sonos-Move-priser,8717755777539
Högtalarfästen & Stativ,Sonos,220013-01,3202687219,Sonos Move Travel,9,"899,00",Hi-Fi Klubben Sverige,"890,00",Hi-Fi Klubben Sverige,"890,00",,,Hi-Fi Klubben Sverige,"890,00",Datia,"896,00",tink,"899,00",Inet,"899,00",Hembiobutiken,"899,00",Dustin Home,"899,00",Elgiganten,"899,00",Compliq,"1 020,00",Fcomputer SE,"2 061,00",,,https://www.pricerunner.se/pl/242-3202687219/Hoegtalarfaesten-Stativ/Sonos-Move-Travel-priser,8717755777447
Högtalarfästen & Stativ,Sonos,220005-01,3200002813,Sonos Arc Wall Mount,18,"999,00",ComputerSalg.se,"625,00",ComputerSalg.se,"625,00",19,58079,ComputerSalg.se,"625,00",Buyersclub,"699,00",Davids,"849,00",Datia,"849,00",Ljudcenter,"849,00",Dustin Home,"849,00",Komplett,"949,00",Tele-Hå,"949,00",Sonos,"949,00",Hi-Fi Klubben Sverige,"949,00",https://www.pricerunner.se/pl/242-3200002813/Hoegtalarfaesten-Stativ/Sonos-Arc-Wall-Mount-priser,8717755776853
Högtalarfästen & Stativ,Sonos,220025-01,3202513071,Sonos Soundbar Wall Mount,7,"549,00",Cdon,"390,00",Cdon,"390,00",,,Cdon,"390,00",Hi-Fi Klubben Sverige,"498,00",Inet,"499,00",Hembiobutiken,"499,00",Tele-Hå,"499,00",Elgiganten,"499,00",tink,"549,00",,,,,,,https://www.pricerunner.se/pl/242-3202513071/Hoegtalarfaesten-Stativ/Sonos-Soundbar-Wall-Mount-priser,8717755778550
Högtalarfästen & Stativ,Sonos,220014-01,3200369684,Sonos Wall Hook for Sonos Move,9,"399,00",Datia,"320,00",Datia,"320,00",60,131653,Datia,"320,00",Inet,"349,00",Hembiobutiken,"349,00",Komplett,"349,00",Sonos,"349,00",Elgiganten,"349,00",tink,"399,00",Tele-Hå,"399,00",Compliq,"418,75",,,https://www.pricerunner.se/pl/242-3200369684/Hoegtalarfaesten-Stativ/Sonos-Wall-Hook-for-Sonos-Move-priser,8717755777423
Högtalarfästen & Stativ,Sonos,220002-02,3200013821,Sonos Stands,9,"3 169,00",Dustin Home,"2 290,00",Dustin Home,"2 290,00",10,41636,Dustin Home,"2 290,00",Elgiganten,"2 890,00",Fcomputer SE,"2 998,00",Inet,"2 999,00",Hembiobutiken,"2 999,00",Komplett,"2 999,00",Amazon.se,"2 999,00",Sonos,"2 999,00",tink,"3 169,00",,,https://www.pricerunner.se/pl/242-3200013821/Hoegtalarfaesten-Stativ/Sonos-Stands-priser,8717755775399
Högtalarfästen & Stativ,Sonos,220001-02,5093125,Sonos Shelf,12,"799,00",ComputerSalg.se,"539,00",ComputerSalg.se,"539,00",27,76508,ComputerSalg.se,"539,00",Amazon.se,"588,00",Dustin Home,"690,00",Hi-Fi Klubben Sverige,"690,00",Buyersclub,"723,00",Inet,"749,00",Hembiobutiken,"749,00",Komplett,"749,00",Sonos,"749,00",Elgiganten,"749,00",https://www.pricerunner.se/pl/242-5093125/Hoegtalarfaesten-Stativ/Sonos-Shelf-priser,8717755775375
Högtalarfästen & Stativ,Sonos,220007-01,4806564,Sonos Beam Wall Mount,24,"779,00",Komplett,"590,00",Komplett,"590,00",24,70435,Komplett,"590,00",MediaMarkt,"590,00",Hi-Fi Klubben Sverige,"689,00",Inet,"689,00",Datia,"698,00",Ljudcenter,"698,00",Tele-Hå,"698,00",Hages,"699,00",Sonos,"699,00",Hembiobutiken,"699,00",https://www.pricerunner.se/pl/242-4806564/Hoegtalarfaesten-Stativ/Sonos-Beam-Wall-Mount-priser,8717755774125
Högtalarfästen & Stativ,Sonos,220021-01,3202875669,Sonos Charging Base,6,"949,00",tink,"949,00",Inet,"949,00",,,tink,"949,00",Inet,"949,00",Hembiobutiken,"949,00",Komplett,"949,00",Elgiganten,"949,00",Amazon.se,"967,90",,,,,,,,,https://www.pricerunner.se/pl/242-3202875669/Hoegtalarfaesten-Stativ/Sonos-Charging-Base-priser,8717755776785
Inomhusklimat,Hombli,300019-01,3200535174,Hombli HEPA 13 Filter XL,10,"399,00",ComputerSalg.se,"374,00",ComputerSalg.se,"374,00",,,ComputerSalg.se,"374,00",tink,"399,00",Proshop,"399,00",Datia,"401,00",Tingstad,"431,25",Net2World,"459,00",Compliq,"500,00",Lilon,"609,00",Elektronik24,"645,00",Kontorsgiganten,"677,50",https://www.pricerunner.se/pl/453-3200535174/Inomhusklimat/Hombli-HEPA-13-Filter-XL-priser,8719323918825
Inomhusklimat,Hombli,300016-01,3200535184,Hombli HEPA 13 Filter,11,"299,00",ComputerSalg.se,"248,00",ComputerSalg.se,"248,00",,,ComputerSalg.se,"248,00",Datia,"250,00",Tingstad,"257,50",Proshop,"258,00",Net2World,"279,00",Compliq,"288,75",tink,"299,00",Kontorsgiganten,"376,25",Lilon,"489,00",Cdon,"489,00",https://www.pricerunner.se/pl/453-3200535184/Inomhusklimat/Hombli-HEPA-13-Filter-priser,8719323918412
Inomhusklimat,Hombli,300013-01,3200362132,Hombli Smart Air Purifier,15,"1 499,00",tink,"1 499,00",Coolshop SE,"1 595,00",,,tink,"1 499,00",Coolshop SE,"1 595,00",Cdon,"1 595,00",Spelbutiken,"1 595,00",Datia,"1 725,00",Net2World,"1 749,00",Proshop,"1 752,00",Elektronik24,"1 785,00",iPhonebutiken,"1 799,00",Gameshop,"1 814,00",https://www.pricerunner.se/pl/453-3200362132/Inomhusklimat/Hombli-Smart-Air-Purifier-priser,8719323917934
Inomhusklimat,Hombli,300017-01,3202607587,Hombli Smart Air Purifier XL,11,"2 299,00",tink,"2 299,00",Coolshop SE,"2 399,00",,,tink,"2 299,00",Coolshop SE,"2 399,00",Spelbutiken,"2 399,00",Proshop,"2 591,00",Datia,"2 626,00",iPhonebutiken,"2 649,00",Net2World,"2 659,00",Elektronik24,"2 698,00",Lilon,"2 739,00",Compliq,"3 003,75",https://www.pricerunner.se/pl/453-3202607587/Inomhusklimat/Hombli-Smart-Air-Purifier-XL-priser,8719323918634
Inomhusklimat,Meross,250011-01,3201553497,Meross MAP100,3,"1 299,00",tink,"1 299,00",Proshop,"1 569,00",399,126611,tink,"1 299,00",Proshop,"1 569,00",ComputerSalg.se,"1 570,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/453-3201553497/Inomhusklimat/Meross-MAP100-priser,6973696562104
Inomhusklimat,Netatmo,170016-01,4710121,Netatmo Smart Indoor Air Quality Monitor,20,"1 090,00",tink,"1 090,00",Power SE,"1 090,00",219,55893,tink,"1 090,00",Power SE,"1 090,00",NetOnNet,"1 090,00",Clas Ohlson,"1 090,00",Elgiganten,"1 090,00",Proshop,"1 143,00",Tele-Hå,"1 190,00",Lindgrens Radio TV AB,"1 199,00",iPhonebutiken,"1 199,00",Komplett,"1 239,00",https://www.pricerunner.se/pl/453-4710121/Inomhusklimat/Netatmo-Smart-Indoor-Air-Quality-Monitor-priser,3700730501767
Inomhusklimat,Airthings,12500002,5314303,Airthings Wave Mini 2-pack,1,"1 699,00",tink,"1 699,00",,,,,tink,"1 699,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/453-5314303/Inomhusklimat/Airthings-Wave-Mini-2-pack-priser,
Inomhusklimat,Airthings,1250001-01,4823884,Airthings Wave Plus,26,"2 299,00",Webhallen SE,"1 790,00",Webhallen SE,"1 790,00",74,12840,Webhallen SE,"1 790,00",Proshop,"1 799,00",Amazon.se,"1 799,00",Komplett,"2 190,00",Elgiganten,"2 190,00",NetOnNet,"2 290,00",Inet,"2 290,00",Clas Ohlson,"2 290,00",Cdon,"2 290,00",tink,"2 299,00",https://www.pricerunner.se/pl/453-4823884/Inomhusklimat/Airthings-Wave-Plus-priser,7090031109301
Inomhusklimat,Airthings,1250006-01,3202760702,Airthings View Pollution,18,"2 140,00",Amazon.se,"1 874,22",Amazon.se,"1 874,22",359,109961,Amazon.se,"1 874,22",Komplett,"1 966,00",NetOnNet,"1 990,00",Teknikproffset,"1 990,00",Inet,"1 999,00",Dustin Home,"1 999,00",Proshop,"2 052,00",tink,"2 140,00",ComputerSalg.se,"2 197,00",Cdon,"2 197,00",https://www.pricerunner.se/pl/453-3202760702/Inomhusklimat/Airthings-View-Pollution-priser,7090031109806
Inomhusklimat,Eve,1400031,3201732603,Eve Room Indoor Air Quality Monitor,7,"1 799,00",Inet,"1 090,00",Inet,"1 090,00",184,41478,Inet,"1 090,00",Komplett,"1 149,00",ComputerSalg.se,"1 161,00",Proshop,"1 174,00",Cdon,"1 189,00",Elektronik24,"1 567,00",tink,"1 799,00",,,,,,,https://www.pricerunner.se/pl/453-3201732603/Inomhusklimat/Eve-Room-Indoor-Air-Quality-Monitor-priser,4260195392113
Inomhusklimat,Airthings,1250003-01,4545917,Airthings Wave Radon,20,"2 040,00",Webhallen SE,"1 690,00",Webhallen SE,"1 690,00",102,20366,Webhallen SE,"1 690,00",Komplett,"1 690,00",Proshop,"1 690,00",Clas Ohlson,"1 699,00",Cdon,"1 890,00",Inet,"1 890,00",Apuls24,"1 979,00",ComputerSalg.se,"1 997,00",iPhonebutiken,"1 999,00",tink,"2 040,00",https://www.pricerunner.se/pl/453-4545917/Inomhusklimat/Airthings-Wave-Radon-priser,7090031109103
Inomhusklimat,Airthings,12500003,3200343953,Airthings View Plus,20,"5 899,00",NetOnNet,"2 990,00",NetOnNet,"2 990,00",164,34188,NetOnNet,"2 990,00",Cdon,"2 990,00",Komplett,"2 990,00",Amazon.se,"2 990,00",Inet,"2 990,00",Dustin Home,"2 990,00",Elgiganten,"2 990,00",Clas Ohlson,"2 999,00",Proshop,"3 025,00",ComputerSalg.se,"3 167,00",https://www.pricerunner.se/pl/453-3200343953/Inomhusklimat/Airthings-View-Plus-priser,7090031109608
Inomhusklimat,Airthings,1250002-01,5039044,Airthings Wave Mini,24,"850,00",Amazon.se,"746,00",Amazon.se,"746,00",256,66234,Amazon.se,"746,00",Proshop,"746,00",Teknikproffset,"748,00",NetOnNet,"749,00",Komplett,"749,00",Clas Ohlson,"799,00",iPhonebutiken,"799,00",Inet,"799,00",Dustin Home,"799,00",Elgiganten,"799,00",https://www.pricerunner.se/pl/453-5039044/Inomhusklimat/Airthings-Wave-Mini-priser,7090031109202
Kökstillbehör,Hidrate Spark,280002-02,3201611429,Hidrate Spark Steel Smart Vattenflaska 0.62L,2,"899,00",Notino SE,"878,00",Notino SE,"878,00",8274,302906,Notino SE,"878,00",tink,"899,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/461-3201611429/Koekstillbehoer/Hidrate-Spark-Steel-Smart-Vattenflaska-0.62L-priser,815105022952
Kökstillbehör,Hidrate Spark,280003-02,3200145100,Hidrate Spark Steel Edition Vattenflaska,9,"849,00",Inet,"749,00",Inet,"749,00",2014,73655,Inet,"749,00",e-ville,"799,00",ComputerSalg.se,"828,00",Cdon,"829,00",Vitvaruexperten,"829,00",tink,"849,00",Notino SE,"887,00",MacForum,"899,00",iPhonebutiken,"899,00",,,https://www.pricerunner.se/pl/461-3200145100/Koekstillbehoer/Hidrate-Spark-Steel-Edition-Vattenflaska-priser,815105022907
Kökstillbehör,Hidrate Spark,280002-01,3201611228,Hidrate Spark Steel Smart Straw Vattenflaska,4,"899,00",Notino SE,"878,00",Notino SE,"878,00",2628,94355,Notino SE,"878,00",tink,"899,00",ComputerSalg.se,"920,00",Cdon,"969,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/461-3201611228/Koekstillbehoer/Hidrate-Spark-Steel-Smart-Straw-Vattenflaska-priser,815105022969
Kökstillbehör,Hidrate Spark,280003-03,3201546086,Hidrate Spark Smart Vattenflaska 0.62L,7,"849,00",Cdon,"799,00",Cdon,"799,00",2395,86630,Cdon,"799,00",Elgiganten,"799,00",Vitvaruexperten,"799,00",tink,"849,00",MacForum,"899,00",iPhonebutiken,"899,00",Notino SE,"904,00",,,,,,,https://www.pricerunner.se/pl/461-3201546086/Koekstillbehoer/Hidrate-Spark-Smart-Vattenflaska-0.62L-priser,815105022945
Larm & Säkerhet,ABUS,130019-01,3203140320,ABUS Smartvest vibration,4,"486,00",tink,"486,00",Cdon,"590,00",,,tink,"486,00",Cdon,"590,00",Lamp24,"599,00",ComputerSalg.se,"979,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203140320/Larm-Saekerhet/ABUS-Smartvest-vibration-priser,4003318810725
Larm & Säkerhet,Bold,160003-01,3204293866,Bold SX-35 Smart Cylinder-silver,2,"2 299,00",ComputerSalg.se,"2 297,00",ComputerSalg.se,"2 297,00",,,ComputerSalg.se,"2 297,00",tink,"2 299,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3204293866/Larm-Saekerhet/Bold-SX-35-Smart-Cylinder-silver-priser,8719992868797
Larm & Säkerhet,Hombli,300031-02,3203756246,Hombli Smart Smoke Detector,14,"653,00",ComputerSalg.se,"628,00",ComputerSalg.se,"628,00",,,ComputerSalg.se,"628,00",Proshop,"630,00",123ink.se,"650,00",tink,"653,00",Datia,"690,00",Coolshop SE,"699,00",Spelbutiken,"699,00",iPhonebutiken,"749,00",Net2World,"759,00",Compliq,"813,75",https://www.pricerunner.se/pl/516-3203756246/Larm-Saekerhet/Hombli-Smart-Smoke-Detector-priser,8719323919280
Larm & Säkerhet,Somfy,270009-01,5065332,Somfy Indoor Motion Sensor,4,"649,00",Somfy,"505,00",Somfy,"505,00",,,Somfy,"505,00",tink,"649,00",Cdon,"950,00",ComputerSalg.se,"1 121,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-5065332/Larm-Saekerhet/Somfy-Indoor-Motion-Sensor-priser,3660849508548
Larm & Säkerhet,Eve,140008-01,5244928,Eve Door & Window Sensor,11,"459,00",Komplett,"399,00",Komplett,"399,00",281,98041,Komplett,"399,00",Proshop,"430,00",Webhallen SE,"449,00",iPhonebutiken,"449,00",tink,"459,00",DataNova Sweden,"495,00",ComputerSalg.se,"512,00",Compumail,"520,00",Fyndiq,"762,00",Elektronik24,"837,00",https://www.pricerunner.se/pl/516-5244928/Larm-Saekerhet/Eve-Door-Window-Sensor-priser,4260195391987
Larm & Säkerhet,ABUS,130012-01,4473362,ABUS FUAA35010A,3,"2 328,00",tink,"2 328,00",Cdon,"2 490,00",,,tink,"2 328,00",Cdon,"2 490,00",Lamp24,"3 199,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-4473362/Larm-Saekerhet/ABUS-FUAA35010A-priser,4003318388286
Larm & Säkerhet,ABUS,130010-01,3538540,ABUS Smartvest Wireless Siren,3,"1 453,00",tink,"1 453,00",Cdon,"1 790,00",,,tink,"1 453,00",Cdon,"1 790,00",Lamp24,"1 799,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3538540/Larm-Saekerhet/ABUS-Smartvest-Wireless-Siren-priser,4003318388323
Larm & Säkerhet,Philips,230034-01,3706469,Philips Hue Motion Sensor,47,"479,00",Jula,"299,00",Jula,"299,00",11,3093,Jula,"299,00",Hornbach,"325,00",Elon,"329,00",PO Radio-TV,"329,00",Power SE,"389,00",Inet,"389,00",Bauhaus,"389,00",Webhallen SE,"389,00",Clas Ohlson,"389,00",Cdon,"389,00",https://www.pricerunner.se/pl/516-3706469/Larm-Saekerhet/Philips-Hue-Motion-Sensor-priser,8719514342125
Larm & Säkerhet,ABUS,130024-01,3204681067,ABUS Smartvest,3,"244,00",tink,"244,00",ComputerSalg.se,"575,00",,,tink,"244,00",ComputerSalg.se,"575,00",Cdon,"623,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3204681067/Larm-Saekerhet/ABUS-Smartvest-priser,4003318810749
Larm & Säkerhet,ABUS,130002-01,5247696,ABUS SHRM10000,4,"545,00",tink,"545,00",Proshop,"545,00",729,307072,tink,"545,00",Proshop,"545,00",St George Security Store,"545,00",Lamp24,"699,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-5247696/Larm-Saekerhet/ABUS-SHRM10000-priser,4003318841507
Larm & Säkerhet,Bold,160012-01,3202793569,Bold Clicker4pcs,2,"1 499,00",tink,"1 499,00",Proshop,"1 588,00",,,tink,"1 499,00",Proshop,"1 588,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3202793569/Larm-Saekerhet/Bold-Clicker4pcs-priser,8719992868063
Larm & Säkerhet,Aqara,330001-01,4859603,Aqara Door and Window Sensor,23,"219,00",Mätteknik för alla,"154,00",Mätteknik för alla,"154,00",38,9484,Mätteknik för alla,"154,00",Power SE,"168,00",Proshop,"168,00",ComputerSalg.se,"178,00",Webhallen SE,"179,00",NetOnNet,"179,00",Cdon,"179,00",Kjell & Company,"179,00",Inet,"179,00",Papmau,"179,00",https://www.pricerunner.se/pl/516-4859603/Larm-Saekerhet/Aqara-Door-and-Window-Sensor-priser,192784000083
Larm & Säkerhet,ABUS,130023-01,4474586,ABUS FUBW35000A,4,"486,00",tink,"486,00",Cdon,"590,00",,,tink,"486,00",Cdon,"590,00",Lamp24,"599,00",ComputerSalg.se,"969,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-4474586/Larm-Saekerhet/ABUS-FUBW35000A-priser,4003318388293
Larm & Säkerhet,ABUS,130017-01,3200303714,ABUS Z-Wave Door Window Sensor,6,"520,00",St George Security Store,"445,00",St George Security Store,"445,00",,,St George Security Store,"445,00",tink,"520,00",Proshop,"520,00",Lamp24,"599,00",Cdon,"1 076,00",ComputerSalg.se,"1 091,00",,,,,,,,,https://www.pricerunner.se/pl/516-3200303714/Larm-Saekerhet/ABUS-Z-Wave-Door-Window-Sensor-priser,4003318841491
Larm & Säkerhet,Bold,160001-01,3201046027,Bold SX-33,2,"2 099,00",tink,"2 099,00",ComputerSalg.se,"2 139,00",323,117999,tink,"2 099,00",ComputerSalg.se,"2 139,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3201046027/Larm-Saekerhet/Bold-SX-33-priser,8719992868988
Larm & Säkerhet,Netatmo,170017-01,5064325,Netatmo Smart Door and Window Sensors,15,"1 049,00",Power SE,"912,00",Power SE,"912,00",,,Power SE,"912,00",Proshop,"912,00",Webhallen SE,"969,00",Elon,"969,00",NetOnNet,"990,00",tink,"1 049,00",ComputerSalg.se,"1 055,00",Cdon,"1 069,00",Elgiganten,"1 090,00",iPhonebutiken,"1 099,00",https://www.pricerunner.se/pl/516-5064325/Larm-Saekerhet/Netatmo-Smart-Door-and-Window-Sensors-priser,3700730503181
Larm & Säkerhet,Ring,360012-01,3200282129,Ring Alarm Window and Door Contact Sensor,17,"250,00",tink,"250,00",Compumail,"281,00",360,131583,tink,"250,00",Compumail,"281,00",Power SE,"287,00",MediaMarkt,"287,00",Kjell & Company,"290,00",Webhallen SE,"299,00",Komplett,"299,00",Dustin Home,"299,00",ComputerSalg.se,"332,00",Proshop,"335,00",https://www.pricerunner.se/pl/516-3200282129/Larm-Saekerhet/Ring-Alarm-Window-and-Door-Contact-Sensor-priser,840080561172
Larm & Säkerhet,Bold,160011-01,3203539502,Bold SX-33 + Connect Bridge,1,"2 999,00",tink,"2 999,00",,,,,tink,"2 999,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203539502/Larm-Saekerhet/Bold-SX-33-Connect-Bridge-priser,8719992868728
Larm & Säkerhet,Hombli,300024-01,3200363552,Hombli Bluetooth Contact Sensor,9,"199,00",tink,"199,00",Proshop,"199,00",,,tink,"199,00",Proshop,"199,00",Datia,"237,00",Net2World,"259,00",Compliq,"275,00",Kontorsgiganten,"357,50",Lilon,"429,00",Cdon,"429,00",Elektronik24,"483,00",,,https://www.pricerunner.se/pl/516-3200363552/Larm-Saekerhet/Hombli-Bluetooth-Contact-Sensor-priser,8719323918191
Larm & Säkerhet,Bold,160006-01,3203547674,Bold SX-53 Smart Cylinder,3,"2 299,00",Proshop,"2 297,00",Proshop,"2 297,00",,,Proshop,"2 297,00",tink,"2 299,00",ComputerSalg.se,"2 299,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203547674/Larm-Saekerhet/Bold-SX-53-Smart-Cylinder-priser,8719992868896
Larm & Säkerhet,Bold,160007-01,3203576844,Bold SX-55 Smart Cylinder,3,"2 499,00",ComputerSalg.se,"2 497,00",ComputerSalg.se,"2 497,00",,,ComputerSalg.se,"2 497,00",tink,"2 499,00",Proshop,"2 499,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203576844/Larm-Saekerhet/Bold-SX-55-Smart-Cylinder-priser,8719992868766
Larm & Säkerhet,Somfy,2700001,5269333,Somfy Protect Smoke Alarm,2,"1 098,00",Somfy,"505,00",Somfy,"505,00",,,Somfy,"505,00",tink,"1 098,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-5269333/Larm-Saekerhet/Somfy-Protect-Smoke-Alarm-priser,3660849569853
Larm & Säkerhet,Hombli,300022-01,3200417253,Hombli Smart Sensor Starter Kit,13,"649,00",Proshop,"565,00",Proshop,"565,00",,,Proshop,"565,00",Inskal,"629,00",tink,"649,00",Coolshop SE,"659,00",Cdon,"659,00",Spelbutiken,"659,00",Pluus SE,"748,00",Net2World,"749,00",Gameshop,"803,00",Amazon.se,"865,70",https://www.pricerunner.se/pl/516-3200417253/Larm-Saekerhet/Hombli-Smart-Sensor-Starter-Kit-priser,8719323918221
Larm & Säkerhet,ABUS,130018-01,4559229,ABUS FURM35000A,2,"486,00",tink,"486,00",Lamp24,"799,00",,,tink,"486,00",Lamp24,"799,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-4559229/Larm-Saekerhet/ABUS-FURM35000A-priser,4003318388316
