Category,Brand,Your SKU,Product ID,Product Name,Number of merchants,Price,Lowest price incl us,Lowest price incl us,Lowest price excl us,Lowest price excl us,Popularity Rank (category),Popularity Rank (global),Price 1 - Merchant Name,Price 1 - Price,Price 2 - Merchant Name,Price 2 - Price,Price 3 - Merchant Name,Price 3 - Price,Price 4 - Merchant Name,Price 4 - Price,Price 5 - Merchant Name,Price 5 - Price,Price 6 - Merchant Name,Price 6 - Price,Price 7 - Merchant Name,Price 7 - Price,Price 8 - Merchant Name,Price 8 - Price,Price 9 - Merchant Name,Price 9 - Price,Price 10 - Merchant Name,Price 10 - Price,Link to product,Gtin14
Smarta hem,Ring,360021-01,3200352081,Ring Alarm Range Extender 2nd Generation,10,"290,00",tink,"290,00",Power SE,"290,00",,,tink,"290,00",Power SE,"290,00",Proshop,"290,00",Dustin Home,"299,00",Kjell & Company,"349,00",Compumail,"358,00",ComputerSalg.se,"412,00",Cdon,"435,00",MJ Multimedia,"475,00",Fcomputer SE,"784,00",https://www.pricerunner.se/pl/1577-3200352081/Smarta-hem/Ring-Alarm-Range-Extender-2nd-Generation-priser,840080538273
Smarta hem,ABUS,130025-01,3200326001,ABUS SHBW10000,5,"779,00",St George Security Store,"655,00",St George Security Store,"655,00",,,St George Security Store,"655,00",tink,"779,00",Lamp24,"799,00",Cdon,"850,00",ComputerSalg.se,"1 530,00",,,,,,,,,,,https://www.pricerunner.se/pl/1577-3200326001/Smarta-hem/ABUS-SHBW10000-priser,4003318841446
Smarta hem,Meross,250003-01,3202742573,Meross MSS710HK,4,"249,00",ComputerSalg.se,"197,00",ComputerSalg.se,"197,00",,,ComputerSalg.se,"197,00",iPhonebutiken,"199,00",tink,"249,00",Proshop,"258,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-3202742573/Smarta-hem/Meross-MSS710HK-priser,680306683017
Smarta hem,Bold,160002-01,3202804021,Bold Connect,6,"1 099,00",tink,"1 099,00",ComputerSalg.se,"1 099,00",,,tink,"1 099,00",ComputerSalg.se,"1 099,00",Proshop,"1 099,00",Allectra,"1 269,00",Cdon,"1 304,00",ShopBetter.se,"1 429,99",,,,,,,,,https://www.pricerunner.se/pl/1577-3202804021/Smarta-hem/Bold-Connect-priser,8719992868735
Smarta hem,Ring,360011 - 01,3204600022,Ring 2nd Gen Alarm Starter Kit 5pcs,14,"1 999,00",Proshop,"1 899,00",Proshop,"1 899,00",35,18725,Proshop,"1 899,00",Power SE,"1 990,00",Elgiganten,"1 990,00",tink,"1 999,00",Dustin Home,"1 999,00",ComputerSalg.se,"2 788,00",Fcomputer SE,"2 789,00",Webhallen SE,"2 790,00",Kjell & Company,"2 790,00",Vitvaruexperten,"2 790,00",https://www.pricerunner.se/pl/1577-3204600022/Smarta-hem/Ring-2nd-Gen-Alarm-Starter-Kit-5pcs-priser,840080519968
Smarta hem,ABUS,130013-01,3200314149,ABUS SHGW10000,5,"1 938,00",St George Security Store,"1 695,00",St George Security Store,"1 695,00",,,St George Security Store,"1 695,00",tink,"1 938,00",Lamp24,"1 999,00",ComputerSalg.se,"2 052,00",Cdon,"2 109,00",,,,,,,,,,,https://www.pricerunner.se/pl/1577-3200314149/Smarta-hem/ABUS-SHGW10000-priser,4003318841453
Smarta hem,Philips Hue,230011-01,3201754923,Philips Hue Tap Dial Switch EU,25,"529,00",Amazon.se,"418,00",Amazon.se,"418,00",11,3553,Amazon.se,"418,00",Compumail,"440,00",Proshop,"445,00",Kjell & Company,"499,00",Inet,"499,00",Webhallen SE,"499,00",Cdon,"499,00",Komplett,"499,00",ComputerSalg.se,"513,00",Buyersclub,"519,00",https://www.pricerunner.se/pl/1577-3201754923/Smarta-hem/Philips-Hue-Tap-Dial-Switch-EU-priser,8719514440999
Solpaneler,Hyundai,360007-02,5151709,Hyundai Solar Panels 2.2W,7,"590,00",tink,"590,00",Proshop,"590,00",10,51981,tink,"590,00",Proshop,"590,00",Komplett,"615,00",e-ville,"749,00",Cdon,"809,00",Dustin Home,"895,00",Fcomputer SE,"1 160,00",,,,,,,https://www.pricerunner.se/pl/1254-5151709/Solpaneler/Hyundai-Solar-Panels-2.2W-priser,842861101195
Soundbars & Hemmabiopaket,Sonos,220024-01,3201336036,Sonos Ray,30,"3 399,00",Compumail,"3 219,00",Compumail,"3 219,00",23,5650,Compumail,"3 219,00",Soundium,"3 343,44",Power SE,"3 389,00",Davids,"3 390,00",Kungs TV,"3 390,00",Hages,"3 390,00",Takt & Ton,"3 398,75",tink,"3 399,00",ComputerSalg.se,"3 440,00",Cdon,"3 479,00",https://www.pricerunner.se/pl/86-3201336036/Soundbars-Hemmabiopaket/Sonos-Ray-priser,8717755778505
Soundbars & Hemmabiopaket,Sonos,220006-02,3200358849,Sonos Beam (Gen 2),36,"5 999,00",Cdon,"4 990,00",Cdon,"4 990,00",4,877,Cdon,"4 990,00",Kungs TV,"5 340,00",Hages,"5 340,00",Hifi Experience,"5 340,00",Takt & Ton,"5 347,50",Davids,"5 349,00",Datia,"5 349,00",Power SE,"5 349,00",Reptil Audio,"5 349,00",Soundium,"5 579,86",https://www.pricerunner.se/pl/86-3200358849/Soundbars-Hemmabiopaket/Sonos-Beam-%28Gen-2%29-priser,840136802358
Soundbars & Hemmabiopaket,Sonos,220004-02,5190512,Sonos Arc,36,"10 199,00",Compumail,"9 388,00",Compumail,"9 388,00",31,8949,Compumail,"9 388,00",Amazon.se,"9 729,67",Hages,"9 970,00",Inet,"9 979,00",Davids,"9 990,00",Kungs TV,"9 990,00",Lindgrens Radio TV AB,"9 990,00",Takt & Ton,"9 990,00",Reptil Audio,"9 999,00",DataNova Sweden,"9 999,00",https://www.pricerunner.se/pl/86-5190512/Soundbars-Hemmabiopaket/Sonos-Arc-priser,8717755777195
Termometrar & Väderstationer,Netatmo,170003-01,3321918,Netatmo Additional Smart Indoor Module,19,"790,00",NetOnNet,"699,00",NetOnNet,"699,00",6,7528,NetOnNet,"699,00",Clas Ohlson,"699,00",Dustin Home,"699,00",Elgiganten,"699,00",Proshop,"716,00",Elon,"719,00",Tibber Store,"745,00",Tele-Hå,"749,00",tink,"790,00",iPhonebutiken,"799,00",https://www.pricerunner.se/pl/590-3321918/Termometrar-Vaederstationer/Netatmo-Additional-Smart-Indoor-Module-priser,3700730500203
Termometrar & Väderstationer,Netatmo,170012-01,3321919,Netatmo Smart Rain Gauge,19,"799,00",Power SE,"599,00",Power SE,"599,00",12,11501,Power SE,"599,00",Elgiganten,"599,00",Clas Ohlson,"649,00",Kjell & Company,"690,00",Proshop,"716,00",Komplett,"739,00",Tibber Store,"745,00",Tele-Hå,"749,00",tink,"799,00",Mobilmaster,"799,00",https://www.pricerunner.se/pl/590-3321919/Termometrar-Vaederstationer/Netatmo-Smart-Rain-Gauge-priser,3700730500210
Termometrar & Väderstationer,Netatmo,170004-01,3321920,Netatmo Smart Home Weather Station,20,"1 690,00",Clas Ohlson,"1 299,00",Clas Ohlson,"1 299,00",1,659,Clas Ohlson,"1 299,00",Power SE,"1 587,00",MediaMarkt,"1 587,00",NetOnNet,"1 590,00",Kjell & Company,"1 590,00",Elgiganten,"1 590,00",tink,"1 690,00",Komplett,"1 749,00",Proshop,"1 751,00",Tele-Hå,"1 790,00",https://www.pricerunner.se/pl/590-3321920/Termometrar-Vaederstationer/Netatmo-Smart-Home-Weather-Station-priser,3700730500104
Termometrar & Väderstationer,Netatmo,170005-01,5265960,Netatmo Wall bracket for Rain gauge and Anemometer,19,"319,00",Power SE,"249,00",Power SE,"249,00",52,52723,Power SE,"249,00",Elgiganten,"249,00",Mobilmaster,"279,00",Proshop,"282,00",Elon,"289,00",Clas Ohlson,"299,00",Tele-Hå,"299,00",tink,"319,00",iPhonebutiken,"319,00",VVS och BAD,"344,00",https://www.pricerunner.se/pl/590-5265960/Termometrar-Vaederstationer/Netatmo-Wall-bracket-for-Rain-gauge-and-Anemometer-priser,3700730500913
Termometrar & Väderstationer,Netatmo,170001-01,4020867,Netatmo Smart Anemometer,19,"1 099,00",Clas Ohlson,"929,00",Clas Ohlson,"929,00",63,81608,Clas Ohlson,"929,00",Elgiganten,"949,00",Tele-Hå,"990,00",Mobilmaster,"999,00",Tibber Store,"1 025,00",Komplett,"1 089,00",Elon,"1 090,00",tink,"1 099,00",Lindgrens Radio TV AB,"1 099,00",iPhonebutiken,"1 099,00",https://www.pricerunner.se/pl/590-4020867/Termometrar-Vaederstationer/Netatmo-Smart-Anemometer-priser,3700730500227
Termometrar & Väderstationer,Eve,140018-01,3200128487,Eve Weather,18,"869,00",Cdon,"849,00",Cdon,"849,00",18,14201,Cdon,"849,00",Inet,"849,00",tink,"869,00",Proshop,"890,00",Komplett,"899,00",ComputerSalg.se,"919,00",Webhallen SE,"949,00",Compumail,"966,00",iPhonebutiken,"999,00",Datia,"1 044,00",https://www.pricerunner.se/pl/590-3200128487/Termometrar-Vaederstationer/Eve-Weather-priser,4260195392076
Termometrar & Väderstationer,Aqara,330006-01,4859889,Aqara Temperature and Humidity Sensor,29,"239,00",Mätteknik för alla,"150,00",Mätteknik för alla,"150,00",3,3580,Mätteknik för alla,"150,00",Compumail,"159,00",ComputerSalg.se,"160,00",Power SE,"161,00",Amazon.se,"161,00",Proshop,"178,00",NetOnNet,"179,00",Inet,"179,00",Kjell & Company,"179,00",Webhallen SE,"179,00",https://www.pricerunner.se/pl/590-4859889/Termometrar-Vaederstationer/Aqara-Temperature-and-Humidity-Sensor-priser,192784000106
Termometrar & Väderstationer,Tado°,120002-01,3200011073,Tado° Wireless Temperature Sensor,7,"1 099,00",Power SE,"999,00",Power SE,"999,00",38,39047,Power SE,"999,00",Tibber Store,"1 095,00",tink,"1 099,00",Elon,"1 190,00",ComputerSalg.se,"1 307,00",Cdon,"1 339,00",Lamp24,"1 399,00",,,,,,,https://www.pricerunner.se/pl/590-3200011073/Termometrar-Vaederstationer/Tado%C2%B0-Wireless-Temperature-Sensor-priser,4260328611708
Vatten & Avlopp,Tado°,120008-01,4758609,Tado° Smart Radiator Thermostat Quattro 4-Pack,10,"3 099,00",Power SE,"2 329,00",Power SE,"2 329,00",27,18409,Power SE,"2 329,00",NetOnNet,"2 590,00",Proshop,"2 799,00",Webhallen SE,"2 990,00",Elon,"2 990,00",tink,"3 099,00",Inet,"3 299,00",Cdon,"3 299,00",Elgiganten,"3 469,00",Lamp24,"4 299,00",https://www.pricerunner.se/pl/726-4758609/Vatten-Avlopp/Tado%C2%B0-Smart-Radiator-Thermostat-Quattro-4-Pack-priser,4260328611845
Vatten & Avlopp,Meross,250001-01,3202760927,Meross MTS150H,11,"799,00",Compumail,"572,00",Compumail,"572,00",436,126951,Compumail,"572,00",ComputerSalg.se,"630,00",Cdon,"641,00",Amazon.se,"700,00",Proshop,"787,00",tink,"799,00",iPhonebutiken,"799,00",Fcomputer SE,"865,00",Teknikproffset,"866,00",NetOnNet,"890,00",https://www.pricerunner.se/pl/726-3202760927/Vatten-Avlopp/Meross-MTS150H-priser,6973696562654
Vatten & Avlopp,Tado°,120004-01,5287442,Tado° Wireless Smart Thermostat Starter Kit V3+,5,"2 571,00",Power SE,"2 565,00",Power SE,"2 565,00",256,162493,Power SE,"2 565,00",Proshop,"2 565,00",tink,"2 571,00",Inet,"2 749,00",Lamp24,"3 399,00",,,,,,,,,,,https://www.pricerunner.se/pl/726-5287442/Vatten-Avlopp/Tado%C2%B0-Wireless-Smart-Thermostat-Starter-Kit-V3-priser,4260328611739
Vatten & Avlopp,Netatmo,1700006,5177856,Netatmo Smart Radiator Valve 3-pack,3,"2 399,00",Elon,"2 390,00",Elon,"2 390,00",297,99454,Elon,"2 390,00",tink,"2 399,00",Power SE,"2 599,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/726-5177856/Vatten-Avlopp/Netatmo-Smart-Radiator-Valve-3-pack-priser,3700730503433
Vatten & Avlopp,Aqara,330004-01,3202508423,Aqara E1,12,"739,00",ComputerSalg.se,"601,00",ComputerSalg.se,"601,00",33,19764,ComputerSalg.se,"601,00",Compliq,"606,25",Webhallen SE,"649,00",Power SE,"649,00",NetOnNet,"649,00",Inet,"649,00",Dustin Home,"649,00",Gröna Hus,"649,00",Cdon,"660,00",Komplett,"699,00",https://www.pricerunner.se/pl/726-3202508423/Vatten-Avlopp/Aqara-E1-priser,6970504217058
Vatten & Avlopp,,120001-01,3202742402,Tado Stand for Thermostat Wireless Temperature Sensor,5,"279,00",Power SE,"258,00",Power SE,"258,00",,,Power SE,"258,00",Proshop,"258,00",Inet,"259,00",tink,"279,00",Lamp24,"349,00",,,,,,,,,,,https://www.pricerunner.se/pl/726-3202742402/Vatten-Avlopp/Tado-Stand-for-Thermostat-Wireless-Temperature-Sensor-priser,4260328611852
Vatten & Avlopp,Eve,140009-01,5315623,Eve Thermo 2020,9,"849,00",tink,"849,00",Webhallen SE,"879,00",1347,287197,tink,"849,00",Webhallen SE,"879,00",Proshop,"900,00",Komplett,"939,00",iPhonebutiken,"949,00",Inet,"990,00",Compumail,"1 000,00",ComputerSalg.se,"1 064,00",Cdon,"1 079,00",,,https://www.pricerunner.se/pl/726-5315623/Vatten-Avlopp/Eve-Thermo-2020-priser,4260195392007
Vatten & Avlopp,Tado°,120007-01,5070158,Tado° Smart Radiator Thermostat Starter Kit V3+,9,"1 499,00",NetOnNet,"1 190,00",NetOnNet,"1 190,00",28,18639,NetOnNet,"1 190,00",Power SE,"1 190,00",Elgiganten,"1 329,00",Inet,"1 490,00",Cdon,"1 490,00",tink,"1 499,00",Proshop,"1 586,00",Smartodesign,"1 899,00",Lamp24,"1 999,00",,,https://www.pricerunner.se/pl/726-5070158/Vatten-Avlopp/Tado%C2%B0-Smart-Radiator-Thermostat-Starter-Kit-V3-priser,4260328611814
Vatten & Avlopp,Tado°,120003-01,4753092,Tado° Smart Thermostat Starter Kit V3+,5,"2 099,00",Webhallen SE,"1 990,00",Webhallen SE,"1 990,00",71,36076,Webhallen SE,"1 990,00",Elgiganten,"2 049,00",tink,"2 099,00",Proshop,"2 246,00",Lamp24,"2 999,00",,,,,,,,,,,https://www.pricerunner.se/pl/726-4753092/Vatten-Avlopp/Tado%C2%B0-Smart-Thermostat-Starter-Kit-V3-priser,4260328611456
Vatten & Avlopp,Eve,140005-01,5184734,Eve Thermo 2-pack,15,"1 699,00",Elgiganten,"1 498,00",Elgiganten,"1 498,00",66,32533,Elgiganten,"1 498,00",Webhallen SE,"1 590,00",iPhonebutiken,"1 599,00",tink,"1 699,00",Cdon,"1 790,00",Inet,"1 790,00",Proshop,"1 890,00",Dindator,"2 019,00",ComputerSalg.se,"2 084,00",Datia,"2 088,00",https://www.pricerunner.se/pl/726-5184734/Vatten-Avlopp/Eve-Thermo-2-pack-priser,4260195392021
Vatten & Avlopp,Hombli,300056,3203725905,Hombli HBPP-0113 Kit,11,"1 089,00",ComputerSalg.se,"1 084,00",ComputerSalg.se,"1 084,00",,,ComputerSalg.se,"1 084,00",Proshop,"1 084,00",tink,"1 089,00",Coolshop SE,"1 149,00",Cdon,"1 149,00",Spelbutiken,"1 149,00",Elektronik24,"1 290,00",iPhonebutiken,"1 299,00",Ginza AB,"1 499,00",Pluus SE,"1 538,00",https://www.pricerunner.se/pl/726-3203725905/Vatten-Avlopp/Hombli-HBPP-0113-Kit-priser,8719323919792
Vatten & Avlopp,Netatmo,170006-01,4669612,Netatmo Smart Thermostat,20,"1 690,00",NetOnNet,"1 490,00",NetOnNet,"1 490,00",,,NetOnNet,"1 490,00",Webhallen SE,"1 590,00",Power SE,"1 664,00",Proshop,"1 664,00",tink,"1 690,00",Tele-Hå,"1 790,00",Elgiganten,"1 790,00",Elon,"1 795,00",Kjell & Company,"1 890,00",iPhonebutiken,"1 899,00",https://www.pricerunner.se/pl/726-4669612/Vatten-Avlopp/Netatmo-Smart-Thermostat-priser,3700730500241
Vatten & Avlopp,Tado°,120011-01,3202637852,Tado° TAD-104532 Radiator Thermostat,6,"1 290,00",tink,"1 290,00",Inet,"1 290,00",,,tink,"1 290,00",Inet,"1 290,00",Cdon,"1 290,00",Proshop,"1 327,00",Allectra,"1 959,00",ShopBetter.se,"2 059,99",,,,,,,,,https://www.pricerunner.se/pl/726-3202637852/Vatten-Avlopp/Tado%C2%B0-TAD-104532-Radiator-Thermostat-priser,4260328611999
Vatten & Avlopp,Hombli,300036-01,3204343299,Hombli Smart Radiator Thermostat Expansion pack (2 1) vit,15,"1 499,00",Proshop,"1 480,00",Proshop,"1 480,00",,,Proshop,"1 480,00",ComputerSalg.se,"1 498,00",tink,"1 499,00",Coolshop SE,"1 550,00",Cdon,"1 550,00",Spelbutiken,"1 550,00",iPhonebutiken,"1 599,00",Datia,"1 603,00",Elektronik24,"1 717,00",Compliq,"1 832,50",https://www.pricerunner.se/pl/726-3204343299/Vatten-Avlopp/Hombli-Smart-Radiator-Thermostat-Expansion-pack-%282-1%29-vit-priser,8719323919785
Vatten & Avlopp,Meross,250007-01,3202742242,Meross Smart Termostatventil,11,"549,00",Compumail,"428,00",Compumail,"428,00",,,Compumail,"428,00",Proshop,"438,00",Amazon.se,"468,09",Cdon,"486,00",tink,"549,00",Teknikproffset,"576,00",NetOnNet,"590,00",ComputerSalg.se,"596,00",iPhonebutiken,"599,00",Fcomputer SE,"711,00",https://www.pricerunner.se/pl/726-3202742242/Vatten-Avlopp/Meross-Smart-Termostatventil-priser,6973696562678
Vatten & Avlopp,Tado°,120005-01,4759365,Tado° Smart Thermostat,6,"1 490,00",tink,"1 490,00",Webhallen SE,"1 490,00",199,122607,tink,"1 490,00",Webhallen SE,"1 490,00",Power SE,"1 649,00",Smartodesign,"1 879,00",Lamp24,"1 899,00",Elgiganten,"2 749,00",,,,,,,,,https://www.pricerunner.se/pl/726-4759365/Vatten-Avlopp/Tado%C2%B0-Smart-Thermostat-priser,4260328610404
Vatten & Avlopp,Tado°,120013-01,3202637814,Tado° Add-on 3102571,4,"779,00",Proshop,"749,00",Proshop,"749,00",1421,296940,Proshop,"749,00",tink,"779,00",Inet,"779,00",Cdon,"779,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/726-3202637814/Vatten-Avlopp/Tado%C2%B0-Add-on-3102571-priser,4260328611944
Vatten & Avlopp,Tado°,120010-01,3202559451,Tado° 1139081,6,"949,00",NetOnNet,"749,00",NetOnNet,"749,00",435,126883,NetOnNet,"749,00",Power SE,"749,00",Webhallen SE,"790,00",tink,"949,00",Inet,"949,00",Cdon,"949,00",,,,,,,,,https://www.pricerunner.se/pl/726-3202559451/Vatten-Avlopp/Tado%C2%B0-1139081-priser,4260328611821
Vatten & Avlopp,Hombli,300035-01,3203647917,Hombli Smart Radiator Thermostat add-on,13,"756,00",Proshop,"712,00",Proshop,"712,00",1343,283611,Proshop,"712,00",Coolshop SE,"729,00",Cdon,"729,00",Spelbutiken,"729,00",tink,"756,00",ComputerSalg.se,"787,00",iPhonebutiken,"799,00",Datia,"802,00",Sayve,"875,50",Elektronik24,"933,00",https://www.pricerunner.se/pl/726-3203647917/Vatten-Avlopp/Hombli-Smart-Radiator-Thermostat-add-on-priser,8719323919747
Vatten & Avlopp,Tado°,120014-01,3202682263,Tado° TAD-104500 4pcs,3,"2 890,00",tink,"2 890,00",Inet,"2 890,00",952,214193,tink,"2 890,00",Inet,"2 890,00",Cdon,"2 890,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/726-3202682263/Vatten-Avlopp/Tado%C2%B0-TAD-104500-4pcs-priser,4260328611951
Vatten & Avlopp,Netatmo,170015-01,4676485,Netatmo NAV-EN,17,"849,00",Power SE,"740,00",Power SE,"740,00",87,42626,Power SE,"740,00",Proshop,"740,00",Compumail,"743,00",Clas Ohlson,"749,00",ComputerSalg.se,"828,00",tink,"849,00",Webhallen SE,"849,00",NetOnNet,"849,00",Tele-Hå,"849,00",Lomax,"878,75",https://www.pricerunner.se/pl/726-4676485/Vatten-Avlopp/Netatmo-NAV-EN-priser,3700730501958
Vatten & Avlopp,Netatmo,170014-01,4670339,Netatmo Starter Pack - Smart Radiator Valves,16,"1 790,00",Proshop,"1 579,00",Proshop,"1 579,00",35,21701,Proshop,"1 579,00",Teknikproffset,"1 743,00",tink,"1 790,00",NetOnNet,"1 790,00",Clas Ohlson,"1 790,00",Elgiganten,"1 890,00",Tele-Hå,"1 990,00",Cdon,"1 999,00",iPhonebutiken,"1 999,00",ComputerSalg.se,"2 109,00",https://www.pricerunner.se/pl/726-4670339/Vatten-Avlopp/Netatmo-Starter-Pack-Smart-Radiator-Valves-priser,3700730501941
Vatten & Avlopp,Tado°,1200003,3203490064,Tado° Thermostat V3+ Basic Starter Kit 5-pack,2,"4 399,00",tink,"4 399,00",Proshop,"5 299,00",209,77977,tink,"4 399,00",Proshop,"5 299,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/726-3203490064/Vatten-Avlopp/Tado%C2%B0-Thermostat-V3-Basic-Starter-Kit-5-pack-priser,4260328611814
Wearables,,370001-02,3202194737,Adventurer,2,"1 995,00",tink,"1 995,00",Elgiganten,"1 995,00",536,97274,tink,"1 995,00",Elgiganten,"1 995,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1438-3202194737/Wearables/Adventurer-priser,744109302527
Övervakningskameror,Aqara,330005-01,3200017588,Aqara G2H Camera Hub,11,"989,00",Papmau,"499,00",Papmau,"499,00",151,98193,Papmau,"499,00",Proshop,"619,00",Compliq,"746,25",EVXAB.COM,"749,00",Dustin Home,"799,00",Gröna Hus,"799,00",ComputerSalg.se,"807,00",e-ville,"849,00",Cdon,"866,00",Buyersclub,"929,00",https://www.pricerunner.se/pl/589-3200017588/OEvervakningskameror/Aqara-G2H-Camera-Hub-priser,6970504212190
Övervakningskameror,Hombli,300033 - 02,3200366284,Hombli Smart Indoor Camera EU,15,"449,00",tink,"449,00",Proshop,"474,00",,,tink,"449,00",Proshop,"474,00",Coolshop SE,"565,00",Cdon,"565,00",Spelbutiken,"565,00",Datia,"579,00",Net2World,"639,00",Compliq,"682,50",Pluus SE,"686,50",Gameshop,"691,00",https://www.pricerunner.se/pl/589-3200366284/OEvervakningskameror/Hombli-Smart-Indoor-Camera-EU-priser,8719323916852
Övervakningskameror,Ring,360018-01,5145152,Ring Indoor Cam,21,"559,00",Power SE,"490,00",Power SE,"490,00",143,92407,Power SE,"490,00",NetOnNet,"499,00",Proshop,"499,00",Elgiganten,"546,00",Komplett,"549,00",Dustin Home,"549,00",tink,"559,00",Compumail,"642,00",Webhallen SE,"699,00",Kjell & Company,"699,00",https://www.pricerunner.se/pl/589-5145152/OEvervakningskameror/Ring-Indoor-Cam-priser,842861107524
Övervakningskameror,Arlo,1210014-01,3200202411,Arlo Pro 4,30,"2 690,00",Cdon,"2 329,00",Cdon,"2 329,00",10,3476,Cdon,"2 329,00",Power SE,"2 418,00",Proshop,"2 419,00",Elgiganten,"2 486,00",NetOnNet,"2 490,00",MediaMarkt,"2 490,00",Inet,"2 490,00",Kjell & Company,"2 490,00",Dustin Home,"2 490,00",Webhallen SE,"2 490,00",https://www.pricerunner.se/pl/589-3200202411/OEvervakningskameror/Arlo-Pro-4-priser,193108140942
Övervakningskameror,Eufy,1900002,3200069276,Eufy Cam 2 Pro 3-Cam Kit,16,"7 099,00",NetOnNet,"4 990,00",NetOnNet,"4 990,00",64,30292,NetOnNet,"4 990,00",Clas Ohlson,"4 990,00",Webhallen SE,"5 290,00",CyberPhoto,"5 690,00",Cdon,"5 699,00",MediaMarkt,"5 699,00",Inet,"5 699,00",iPhonebutiken,"5 789,00",Dustin Home,"6 099,00",Mackablar,"6 119,00",https://www.pricerunner.se/pl/589-3200069276/OEvervakningskameror/Eufy-Cam-2-Pro-3-Cam-Kit-priser,194644020835
Övervakningskameror,Netatmo,170018-01,4141080,Netatmo Smart Outdoor Camera,22,"2 790,00",Clas Ohlson,"2 649,00",Clas Ohlson,"2 649,00",58,24179,Clas Ohlson,"2 649,00",Power SE,"2 690,00",NetOnNet,"2 690,00",Elgiganten,"2 690,00",tink,"2 790,00",Proshop,"2 880,00",ComputerSalg.se,"2 988,00",Tele-Hå,"2 990,00",Elon,"2 990,00",iPhonebutiken,"2 999,00",https://www.pricerunner.se/pl/589-4141080/OEvervakningskameror/Netatmo-Smart-Outdoor-Camera-priser,3700730501354
Övervakningskameror,Eufy,190016-01,3200125584,Eufy Floodlight Camera,16,"2 309,89",Power SE,"1 790,00",Power SE,"1 790,00",173,114942,Power SE,"1 790,00",Cdon,"1 790,00",Inet,"1 790,00",NetOnNet,"1 990,00",Nordicbox,"1 990,00",Kjell & Company,"2 190,00",Bygghemma,"2 199,00",Proshop,"2 274,00",ComputerSalg.se,"2 288,00",Webhallen SE,"2 290,00",https://www.pricerunner.se/pl/589-3200125584/OEvervakningskameror/Eufy-Floodlight-Camera-priser,194644058142
Övervakningskameror,Arlo,1210011-01,3200200840,Arlo Pro 4 3-pack,28,"6 990,00",Elgiganten,"4 990,00",Elgiganten,"4 990,00",25,9852,Elgiganten,"4 990,00",Coolshop SE,"5 195,00",Gameshop,"5 837,00",Compumail,"5 939,00",NetOnNet,"5 990,00",Power SE,"5 990,00",MediaMarkt,"5 990,00",Inet,"5 990,00",Webhallen SE,"5 990,00",Komplett,"5 990,00",https://www.pricerunner.se/pl/589-3200200840/OEvervakningskameror/Arlo-Pro-4-3-pack-priser,193108142335
Övervakningskameror,Google,780014-01,3200325248,Google Nest Cam 2-pack,11,"3 890,00",Compumail,"3 353,00",Compumail,"3 353,00",56,23837,Compumail,"3 353,00",ComputerSalg.se,"3 625,00",Proshop,"3 625,00",Cdon,"3 729,00",tink,"3 890,00",Webhallen SE,"3 890,00",NetOnNet,"3 890,00",Fcomputer SE,"4 101,00",MediaMarkt,"4 190,00",Elon,"4 190,00",https://www.pricerunner.se/pl/589-3200325248/OEvervakningskameror/Google-Nest-Cam-2-pack-priser,193575008325
Övervakningskameror,Google,780004-01,3200513674,Google Nest Cam Indoor Wired,22,"1 099,00",Compumail,"843,00",Compumail,"843,00",32,12737,Compumail,"843,00",ComputerSalg.se,"846,00",Teknikproffset,"848,00",Cdon,"895,00",Net2World,"899,00",Proshop,"949,00",Webhallen SE,"990,00",NetOnNet,"990,00",MediaMarkt,"990,00",Inet,"990,00",https://www.pricerunner.se/pl/589-3200513674/OEvervakningskameror/Google-Nest-Cam-Indoor-Wired-priser,193575029535
Övervakningskameror,Ring,360016 - 01,3200147180,Ring Stick Up Cam Plug-In 3rd Gen,7,"818,00",tink,"818,00",Smartodesign,"1 198,00",122,78543,tink,"818,00",Smartodesign,"1 198,00",Tricom AB,"1 349,00",Fcomputer SE,"1 365,00",MJ Multimedia,"1 589,00",Lomax,"1 998,75",Cdon,"2 301,00",,,,,,,https://www.pricerunner.se/pl/589-3200147180/OEvervakningskameror/Ring-Stick-Up-Cam-Plug-In-3rd-Gen-priser,842861107500
Övervakningskameror,Netatmo,170007-01,5208595,Netatmo Smart Outdoor Camera with Siren,12,"3 290,00",Power SE,"3 199,00",Power SE,"3 199,00",,,Power SE,"3 199,00",Proshop,"3 199,00",tink,"3 290,00",Elon,"3 390,00",Elgiganten,"3 390,00",Compumail,"3 688,00",ComputerSalg.se,"3 697,00",Cdon,"3 697,00",iPhonebutiken,"3 699,00",Fcomputer SE,"3 908,00",https://www.pricerunner.se/pl/589-5208595/OEvervakningskameror/Netatmo-Smart-Outdoor-Camera-with-Siren-priser,3700730503761
